Timestamp,Time,Agent,Username,Target,Return Code,Msg Size,Execution Time (s),isWhatsApp
2025-03-18 16:18:09,1742311089, agent2, user.000021,!erYKHlyobdWoLNqCKv:connect.mudita.com,200,75,0.081663, False
2025-03-18 16:18:09,1742311089, agent2, user.000021,!erYKHlyobdWoLNqCKv:connect.mudita.com,200,97,0.076305, False
2025-03-18 16:18:09,1742311090, agent2, user.000021,!erYKHlyobdWoLNqCKv:connect.mudita.com,200,192,0.077834, False
2025-03-18 16:18:09,1742311090, agent2, user.000021,!erYKHlyobdWoLNqCKv:connect.mudita.com,200,86,0.091485, False
2025-03-18 16:18:09,1742311090, agent2, user.000021,!erYKHlyobdWoLNqCKv:connect.mudita.com,200,122,0.075942, False
2025-03-18 16:18:09,1742311090, agent2, user.000021,!erYKHlyobdWoLNqCKv:connect.mudita.com,200,126,0.078764, False
2025-03-18 16:18:09,1742311090, agent2, user.000021,!erYKHlyobdWoLNqCKv:connect.mudita.com,200,121,0.080073, False
2025-03-18 16:18:10,1742311090, agent2, user.000021,!erYKHlyobdWoLNqCKv:connect.mudita.com,200,93,0.074302, False
2025-03-18 16:18:10,1742311090, agent2, user.000021,!erYKHlyobdWoLNqCKv:connect.mudita.com,200,121,0.078078, False
2025-03-18 16:18:10,1742311090, agent2, user.000021,!iOCDFtmcDwUQBYwGrT:connect.mudita.com,200,141,0.074957, False
2025-03-18 16:18:10,1742311090, agent2, user.000021,!iOCDFtmcDwUQBYwGrT:connect.mudita.com,200,97,0.075847, False
2025-03-18 16:18:10,1742311090, agent2, user.000021,!iOCDFtmcDwUQBYwGrT:connect.mudita.com,200,185,0.073452, False
2025-03-18 16:18:10,1742311090, agent2, user.000021,!yJZBPFpDoWGrUKZNgU:connect.mudita.com,200,183,0.07828, False
2025-03-18 16:18:10,1742311090, agent2, user.000021,!yJZBPFpDoWGrUKZNgU:connect.mudita.com,200,183,0.077907, False
2025-03-18 16:18:10,1742311090, agent2, user.000021,!yJZBPFpDoWGrUKZNgU:connect.mudita.com,200,126,0.080941, False
2025-03-18 16:18:10,1742311091, agent2, user.000021,!yJZBPFpDoWGrUKZNgU:connect.mudita.com,200,192,0.106269, False
2025-03-18 16:18:10,1742311091, agent2, user.000021,!yJZBPFpDoWGrUKZNgU:connect.mudita.com,200,90,0.077362, False
2025-03-18 16:18:10,1742311091, agent2, user.000021,!yJZBPFpDoWGrUKZNgU:connect.mudita.com,200,153,0.100888, False
2025-03-18 16:18:10,1742311091, agent2, user.000021,!yJZBPFpDoWGrUKZNgU:connect.mudita.com,200,84,0.07609, False
2025-03-18 16:18:11,1742311091, agent2, user.000021,!uIOdKepCBGShfCqgio:connect.mudita.com,200,162,0.093459, False
2025-03-18 16:18:11,1742311091, agent2, user.000021,!uIOdKepCBGShfCqgio:connect.mudita.com,200,146,0.080968, False
2025-03-18 16:18:11,1742311091, agent2, user.000021,!uIOdKepCBGShfCqgio:connect.mudita.com,200,109,0.093321, False
2025-03-18 16:18:11,1742311091, agent2, user.000021,!uIOdKepCBGShfCqgio:connect.mudita.com,200,163,0.078633, False
2025-03-18 16:18:11,1742311091, agent2, user.000021,!uIOdKepCBGShfCqgio:connect.mudita.com,200,172,0.099438, False
2025-03-18 16:18:11,1742311091, agent2, user.000021,!uIOdKepCBGShfCqgio:connect.mudita.com,200,171,0.079235, False
2025-03-18 16:18:11,1742311091, agent2, user.000021,!uIOdKepCBGShfCqgio:connect.mudita.com,200,141,0.095796, False
2025-03-18 16:18:11,1742311092, agent2, user.000021,!uIOdKepCBGShfCqgio:connect.mudita.com,200,148,0.081254, False
2025-03-18 16:18:11,1742311092, agent2, user.000021,!VOcUTyDBOFnvNaXnxi:connect.mudita.com,200,152,0.087966, False
2025-03-18 16:18:11,1742311092, agent2, user.000022,!iOCDFtmcDwUQBYwGrT:connect.mudita.com,200,148,0.075325, False
2025-03-18 16:18:11,1742311092, agent2, user.000022,!iOCDFtmcDwUQBYwGrT:connect.mudita.com,200,152,0.074831, False
2025-03-18 16:18:12,1742311092, agent2, user.000022,!iOCDFtmcDwUQBYwGrT:connect.mudita.com,200,200,0.085601, False
2025-03-18 16:18:12,1742311092, agent2, user.000022,!iOCDFtmcDwUQBYwGrT:connect.mudita.com,200,207,0.077757, False
2025-03-18 16:18:12,1742311092, agent2, user.000022,!iOCDFtmcDwUQBYwGrT:connect.mudita.com,200,152,0.075349, False
2025-03-18 16:18:12,1742311092, agent2, user.000022,!iOCDFtmcDwUQBYwGrT:connect.mudita.com,200,154,0.079796, False
2025-03-18 16:18:12,1742311092, agent2, user.000022,!WEMrEHvLrDedTxPxRR:connect.mudita.com,200,122,0.083608, True
2025-03-18 16:18:12,1742311092, agent2, user.000022,!WEMrEHvLrDedTxPxRR:connect.mudita.com,200,178,0.079273, True
2025-03-18 16:18:12,1742311092, agent2, user.000022,!vCoXZaqQTegZGigalL:connect.mudita.com,200,73,0.072952, False
2025-03-18 16:18:12,1742311093, agent2, user.000022,!vCoXZaqQTegZGigalL:connect.mudita.com,200,199,0.074636, False
2025-03-18 16:18:12,1742311093, agent2, user.000022,!vCoXZaqQTegZGigalL:connect.mudita.com,200,143,0.071351, False
2025-03-18 16:18:12,1742311093, agent2, user.000022,!vCoXZaqQTegZGigalL:connect.mudita.com,200,162,0.071907, False
2025-03-18 16:18:12,1742311093, agent2, user.000022,!vCoXZaqQTegZGigalL:connect.mudita.com,200,111,0.074688, False
2025-03-18 16:18:12,1742311093, agent2, user.000022,!vCoXZaqQTegZGigalL:connect.mudita.com,200,84,0.071965, False
2025-03-18 16:18:12,1742311093, agent2, user.000022,!jSghacrLtFyigFodDe:connect.mudita.com,200,141,0.074659, False
2025-03-18 16:18:13,1742311093, agent2, user.000022,!jSghacrLtFyigFodDe:connect.mudita.com,200,133,0.077258, False
2025-03-18 16:18:13,1742311093, agent2, user.000022,!jSghacrLtFyigFodDe:connect.mudita.com,200,168,0.077745, False
2025-03-18 16:18:13,1742311093, agent2, user.000022,!jSghacrLtFyigFodDe:connect.mudita.com,200,153,0.080757, False
2025-03-18 16:18:13,1742311093, agent2, user.000022,!jSghacrLtFyigFodDe:connect.mudita.com,200,212,0.077448, False
2025-03-18 16:18:13,1742311093, agent2, user.000023,!kfZeatmDWkTfGUODKs:connect.mudita.com,200,170,0.0816, False
2025-03-18 16:18:13,1742311093, agent2, user.000023,!kfZeatmDWkTfGUODKs:connect.mudita.com,200,176,0.079052, False
2025-03-18 16:18:13,1742311093, agent2, user.000023,!kfZeatmDWkTfGUODKs:connect.mudita.com,200,137,0.073911, False
2025-03-18 16:18:13,1742311094, agent2, user.000023,!kfZeatmDWkTfGUODKs:connect.mudita.com,200,142,0.075565, False
2025-03-18 16:18:13,1742311094, agent2, user.000023,!kfZeatmDWkTfGUODKs:connect.mudita.com,200,174,0.082132, False
2025-03-18 16:18:13,1742311094, agent2, user.000023,!PvmIQKVKwodrVbzNtN:connect.mudita.com,200,73,0.076702, False
2025-03-18 16:18:13,1742311094, agent2, user.000023,!PvmIQKVKwodrVbzNtN:connect.mudita.com,200,143,0.075724, False
2025-03-18 16:18:13,1742311094, agent2, user.000023,!PvmIQKVKwodrVbzNtN:connect.mudita.com,200,84,0.072925, False
2025-03-18 16:18:14,1742311094, agent2, user.000023,!PvmIQKVKwodrVbzNtN:connect.mudita.com,200,108,0.07354, False
2025-03-18 16:18:14,1742311094, agent2, user.000023,!PvmIQKVKwodrVbzNtN:connect.mudita.com,200,192,0.073244, False
2025-03-18 16:18:14,1742311094, agent2, user.000023,!PvmIQKVKwodrVbzNtN:connect.mudita.com,200,74,0.076053, False
2025-03-18 16:18:14,1742311094, agent2, user.000023,!PvmIQKVKwodrVbzNtN:connect.mudita.com,200,127,0.079808, False
2025-03-18 16:18:14,1742311094, agent2, user.000023,!PvmIQKVKwodrVbzNtN:connect.mudita.com,200,148,0.076683, False
2025-03-18 16:18:14,1742311094, agent2, user.000025,!byjdCbxYCAJyXsvaHp:connect.mudita.com,200,174,0.076644, False
2025-03-18 16:18:14,1742311095, agent2, user.000025,!byjdCbxYCAJyXsvaHp:connect.mudita.com,200,114,0.081197, False
2025-03-18 16:18:14,1742311095, agent2, user.000025,!byjdCbxYCAJyXsvaHp:connect.mudita.com,200,183,0.077007, False
2025-03-18 16:18:14,1742311095, agent2, user.000025,!byjdCbxYCAJyXsvaHp:connect.mudita.com,200,170,0.075741, False
2025-03-18 16:18:14,1742311095, agent2, user.000025,!byjdCbxYCAJyXsvaHp:connect.mudita.com,200,168,0.07409, False
2025-03-18 16:18:14,1742311095, agent2, user.000025,!byjdCbxYCAJyXsvaHp:connect.mudita.com,200,89,0.084008, False
2025-03-18 16:18:14,1742311095, agent2, user.000025,!byjdCbxYCAJyXsvaHp:connect.mudita.com,200,170,0.076434, False
2025-03-18 16:18:15,1742311095, agent2, user.000025,!vDJVumNGyAmTdSMmIl:connect.mudita.com,200,105,0.073284, False
2025-03-18 16:18:15,1742311095, agent2, user.000025,!vDJVumNGyAmTdSMmIl:connect.mudita.com,200,142,0.072489, False
